#t_s,value
16.136000,-0.709644
16.137000,-0.710092
16.138000,-0.707759
16.139000,-0.702672
16.140000,-0.694861
16.141000,-0.684369
16.142000,-0.671243
16.143000,-0.655542
16.144000,-0.637332
16.145000,-0.616685
16.146000,-0.593681
16.147000,-0.568411
16.148000,-0.540967
16.149000,-0.511451
16.150000,-0.479973
16.151000,-0.446646
16.152000,-0.411590
16.153000,-0.374931
16.154000,-0.336797
16.155000,-0.297324
16.156000,-0.256648
16.157000,-0.214913
16.158000,-0.172263
16.159000,-0.128843
16.160000,-0.084803
16.161000,-0.040291
16.162000,0.004541
16.163000,0.049543
16.164000,0.094564
16.165000,0.139456
16.166000,0.184073
16.167000,0.228268
16.168000,0.271900
16.169000,0.314831
16.170000,0.356924
16.171000,0.398050
16.172000,0.438084
16.173000,0.476908
16.174000,0.514405
16.175000,0.550471
16.176000,0.585006
16.177000,0.617916
16.178000,0.649117
16.179000,0.678532
16.180000,0.706094
16.181000,0.731742
16.182000,0.755426
16.183000,0.777104
16.184000,0.796744
16.185000,0.814323
16.186000,0.829826
16.187000,0.843249
16.188000,0.854597
16.189000,0.863883
16.190000,0.871130
16.191000,0.876370
16.192000,0.879640
16.193000,0.880990
16.194000,0.880475
16.195000,0.878156
16.196000,0.874106
16.197000,0.868397
16.198000,0.861115
16.199000,0.852344
16.200000,0.842176
16.201000,0.830709
16.202000,0.818040
16.203000,0.804273
16.204000,0.789511
16.205000,0.773859
16.206000,0.757424
16.207000,0.740311
16.208000,0.722627
16.209000,0.704475
16.210000,0.685956
16.211000,0.667171
16.212000,0.648213
16.213000,0.629176
16.214000,0.610144
16.215000,0.591202
16.216000,0.572423
16.217000,0.553878
16.218000,0.535629
16.219000,0.517733
16.220000,0.500237
16.221000,0.483185
16.222000,0.466606
16.223000,0.450529
16.224000,0.434967
16.225000,0.419932
16.226000,0.405423
16.227000,0.391432
16.228000,0.377945
16.229000,0.364939
16.230000,0.352383
16.231000,0.340239
16.232000,0.328464
16.233000,0.317008
16.234000,0.305814
16.235000,0.294823
16.236000,0.283966
16.237000,0.273177
16.238000,0.262381
16.239000,0.251504
16.240000,0.240471
16.241000,0.229202
16.242000,0.217620
16.243000,0.205648
16.244000,0.193211
16.245000,0.180237
16.246000,0.166654
16.247000,0.152396
16.248000,0.137403
16.249000,0.121618
16.250000,0.104991
16.251000,0.087481
16.252000,0.069052
16.253000,0.049676
16.254000,0.029336
16.255000,0.008023
16.256000,-0.014265
16.257000,-0.037515
16.258000,-0.061706
16.259000,-0.086808
16.260000,-0.112780
16.261000,-0.139566
16.262000,-0.167104
16.263000,-0.195320
16.264000,-0.224128
16.265000,-0.253434
16.266000,-0.283133
16.267000,-0.313110
16.268000,-0.343241
16.269000,-0.373396
16.270000,-0.403433
16.271000,-0.433204
16.272000,-0.462559
16.273000,-0.491335
16.274000,-0.519373
16.275000,-0.546503
16.276000,-0.572557
16.277000,-0.597362
16.278000,-0.620747
16.279000,-0.642541
16.280000,-0.662575
16.281000,-0.680682
16.282000,-0.696699
16.283000,-0.710470
16.284000,-0.721844
16.285000,-0.730677
16.286000,-0.736834
16.287000,-0.740191
16.288000,-0.740633
16.289000,-0.738057
16.290000,-0.732373
16.291000,-0.723505
16.292000,-0.711390
16.293000,-0.695982
16.294000,-0.677248
16.295000,-0.655174
16.296000,-0.629763
16.297000,-0.601031
16.298000,-0.569015
16.299000,-0.533770
16.300000,-0.495368
16.301000,-0.453897
16.302000,-0.409465
16.303000,-0.362195
16.304000,-0.312232
16.305000,-0.259730
16.306000,-0.204866
16.307000,-0.147829
16.308000,-0.088822
16.309000,-0.028064
16.310000,0.034215
16.311000,0.097770
16.312000,0.162350
16.313000,0.227692
16.314000,0.293523
16.315000,0.359568
16.316000,0.425540
16.317000,0.491155
16.318000,0.556120
16.319000,0.620145
16.320000,0.682939
16.321000,0.744212
16.322000,0.803681
16.323000,0.861064
16.324000,0.916088
16.325000,0.968489
16.326000,1.018009
16.327000,1.064404
16.328000,1.107444
16.329000,1.146910
16.330000,1.182598
16.331000,1.214322
16.332000,1.241914
16.333000,1.265222
16.334000,1.284116
16.335000,1.298485
16.336000,1.308239
16.337000,1.313311
16.338000,1.313653
16.339000,1.309245
16.340000,1.300084
16.341000,1.286194
16.342000,1.267619
16.343000,1.244429
16.344000,1.216715
16.345000,1.184590
16.346000,1.148188
16.347000,1.107668
16.348000,1.063204
16.349000,1.014992
16.350000,0.963251
16.351000,0.908208
16.352000,0.850114
16.353000,0.789234
16.354000,0.725843
16.355000,0.660233
16.356000,0.592703
16.357000,0.523562
16.358000,0.453130
16.359000,0.381728
16.360000,0.309684
16.361000,0.237327
16.362000,0.164988
16.363000,0.092997
16.364000,0.021681
16.365000,-0.048640
16.366000,-0.117649
16.367000,-0.185039
16.368000,-0.250511
16.369000,-0.313779
16.370000,-0.374567
16.371000,-0.432617
16.372000,-0.487684
16.373000,-0.539539
16.374000,-0.587975
16.375000,-0.632799
16.376000,-0.673842
16.377000,-0.710955
16.378000,-0.744010
16.379000,-0.772900
16.380000,-0.797545
16.381000,-0.817883
16.382000,-0.833881
16.383000,-0.845524
16.384000,-0.852824
16.385000,-0.855815
16.386000,-0.854554
16.387000,-0.849122
16.388000,-0.839620
16.389000,-0.826170
16.390000,-0.808917
16.391000,-0.788021
16.392000,-0.763667
16.393000,-0.736051
16.394000,-0.705388
16.395000,-0.671907
16.396000,-0.635850
16.397000,-0.597471
16.398000,-0.557036
16.399000,-0.514815
16.400000,-0.471089
16.401000,-0.426140
16.402000,-0.380259
16.403000,-0.333735
16.404000,-0.286855
16.405000,-0.239908
16.406000,-0.193177
16.407000,-0.146940
16.408000,-0.101469
16.409000,-0.057025
16.410000,-0.013861
16.411000,0.027784
16.412000,0.067683
16.413000,0.105623
16.414000,0.141408
16.415000,0.174858
16.416000,0.205814
16.417000,0.234131
16.418000,0.259689
16.419000,0.282386
16.420000,0.302141
16.421000,0.318894
16.422000,0.332609
16.423000,0.343272
16.424000,0.350887
16.425000,0.355484
16.426000,0.357114
16.427000,0.355848
16.428000,0.351779
16.429000,0.345018
16.430000,0.335698
16.431000,0.323967
16.432000,0.309993
16.433000,0.293959
16.434000,0.276062
16.435000,0.256515
16.436000,0.235540
16.437000,0.213372
16.438000,0.190251
16.439000,0.166430
16.440000,0.142162
16.441000,0.117707
16.442000,0.093327
16.443000,0.069281
16.444000,0.045830
16.445000,0.023229
16.446000,0.001727
16.447000,-0.018430
16.448000,-0.037008
16.449000,-0.053784
16.450000,-0.068545
16.451000,-0.081093
16.452000,-0.091245
16.453000,-0.098834
16.454000,-0.103713
16.455000,-0.105750
16.456000,-0.104835
16.457000,-0.100880
16.458000,-0.093818
16.459000,-0.083605
16.460000,-0.070217
16.461000,-0.053657
16.462000,-0.033950
16.463000,-0.011143
16.464000,0.014690
16.465000,0.043455
16.466000,0.075036
16.467000,0.109289
16.468000,0.146054
16.469000,0.185147
16.470000,0.226369
16.471000,0.269496
16.472000,0.314290
16.473000,0.360498
16.474000,0.407851
16.475000,0.456066
16.476000,0.504851
16.477000,0.553904
16.478000,0.602916
16.479000,0.651571
16.480000,0.699549
16.481000,0.746531
16.482000,0.792197
16.483000,0.836230
16.484000,0.878316
16.485000,0.918150
16.486000,0.955435
16.487000,0.989884
16.488000,1.021224
16.489000,1.049197
16.490000,1.073558
16.491000,1.094086
16.492000,1.110575
16.493000,1.122842
16.494000,1.130726
16.495000,1.134094
16.496000,1.132833
16.497000,1.126860
16.498000,1.116116
16.499000,1.100571
16.500000,1.080227
16.501000,1.055107
16.502000,1.025269
16.503000,0.990799
16.504000,0.951807
16.505000,0.908438
16.506000,0.860858
16.507000,0.809263
16.508000,0.753878
16.509000,0.694946
16.510000,0.632739
16.511000,0.567548
16.512000,0.499688
16.513000,0.429491
16.514000,0.357306
16.515000,0.283497
16.516000,0.208442
16.517000,0.132531
16.518000,0.056160
16.519000,-0.020266
16.520000,-0.096340
16.521000,-0.171651
16.522000,-0.245791
16.523000,-0.318353
16.524000,-0.388938
16.525000,-0.457152
16.526000,-0.522615
16.527000,-0.584959
16.528000,-0.643828
16.529000,-0.698887
16.530000,-0.749819
16.531000,-0.796329
16.532000,-0.838143
16.533000,-0.875016
16.534000,-0.906727
16.535000,-0.933085
16.536000,-0.953925
16.537000,-0.969117
16.538000,-0.978560
16.539000,-0.982186
16.540000,-0.979960
16.541000,-0.971878
16.542000,-0.957972
16.543000,-0.938308
16.544000,-0.912981
16.545000,-0.882122
16.546000,-0.845893
16.547000,-0.804488
16.548000,-0.758126
16.549000,-0.707061
16.550000,-0.651570
16.551000,-0.591959
16.552000,-0.528555
16.553000,-0.461707
16.554000,-0.391784
16.555000,-0.319175
16.556000,-0.244281
16.557000,-0.167516
16.558000,-0.089308
16.559000,-0.010088
16.560000,0.069705
16.561000,0.149631
16.562000,0.229250
16.563000,0.308125
16.564000,0.385825
16.565000,0.461926
16.566000,0.536018
16.567000,0.607701
16.568000,0.676594
16.569000,0.742334
16.570000,0.804576
16.571000,0.863003
16.572000,0.917318
16.573000,0.967253
16.574000,1.012567
16.575000,1.053051
16.576000,1.088527
16.577000,1.118846
16.578000,1.143895
16.579000,1.163596
16.580000,1.177904
16.581000,1.186807
16.582000,1.190329
16.583000,1.188528
16.584000,1.181499
16.585000,1.169367
16.586000,1.152291
16.587000,1.130460
16.588000,1.104094
16.589000,1.073443
16.590000,1.038784
16.591000,1.000417
16.592000,0.958666
16.593000,0.913880
16.594000,0.866421
16.595000,0.816670
16.596000,0.765022
16.597000,0.711885
16.598000,0.657671
16.599000,0.602802
16.600000,0.547701
16.601000,0.492793
16.602000,0.438497
16.603000,0.385230
16.604000,0.333398
16.605000,0.283397
16.606000,0.235611
16.607000,0.190406
16.608000,0.148130
16.609000,0.109108
16.610000,0.073647
16.611000,0.042022
16.612000,0.014486
16.613000,-0.008740
16.614000,-0.027462
16.615000,-0.041522
16.616000,-0.050792
16.617000,-0.055178
16.618000,-0.054622
16.619000,-0.049098
16.620000,-0.038618
16.621000,-0.023228
16.622000,-0.003009
16.623000,0.021923
16.624000,0.051422
16.625000,0.085303
16.626000,0.123354
16.627000,0.165332
16.628000,0.210963
16.629000,0.259949
16.630000,0.311964
16.631000,0.366661
16.632000,0.423674
16.633000,0.482613
16.634000,0.543077
16.635000,0.604651
16.636000,0.666909
16.637000,0.729414
16.638000,0.791731
16.639000,0.853416
16.640000,0.914030
16.641000,0.973137
16.642000,1.030307
16.643000,1.085118
16.644000,1.137164
16.645000,1.186049
16.646000,1.231399
16.647000,1.272857
16.648000,1.310088
16.649000,1.342783
16.650000,1.370660
16.651000,1.393462
16.652000,1.410968
16.653000,1.422983
16.654000,1.429347
16.655000,1.429934
16.656000,1.424653
16.657000,1.413449
16.658000,1.396301
16.659000,1.373227
16.660000,1.344279
16.661000,1.309544
16.662000,1.269147
16.663000,1.223247
16.664000,1.172033
16.665000,1.115732
16.666000,1.054597
16.667000,0.988914
16.668000,0.918996
16.669000,0.845179
16.670000,0.767827
16.671000,0.687322
16.672000,0.604069
16.673000,0.518483
16.674000,0.431001
16.675000,0.342064
16.676000,0.252127
16.677000,0.161647
16.678000,0.071087
16.679000,-0.019093
16.680000,-0.108433
16.681000,-0.196480
16.682000,-0.282791
16.683000,-0.366929
16.684000,-0.448477
16.685000,-0.527030
16.686000,-0.602202
16.687000,-0.673630
16.688000,-0.740973
16.689000,-0.803914
16.690000,-0.862165
16.691000,-0.915465
16.692000,-0.963585
16.693000,-1.006326
16.694000,-1.043520
16.695000,-1.075036
16.696000,-1.100775
16.697000,-1.120671
16.698000,-1.134696
16.699000,-1.142856
16.700000,-1.145188
16.701000,-1.141768
16.702000,-1.132700
16.703000,-1.118126
16.704000,-1.098216
16.705000,-1.073172
16.706000,-1.043223
16.707000,-1.008628
16.708000,-0.969669
16.709000,-0.926650
16.710000,-0.879904
16.711000,-0.829774
16.712000,-0.776626
16.713000,-0.720838
16.714000,-0.662803
16.715000,-0.602919
16.716000,-0.541597
16.717000,-0.479248
16.718000,-0.416286
16.719000,-0.353127
16.720000,-0.290180
16.721000,-0.227850
16.722000,-0.166534
16.723000,-0.106619
16.724000,-0.048477
16.725000,0.007533
16.726000,0.061072
16.727000,0.111817
16.728000,0.159468
16.729000,0.203747
16.730000,0.244403
16.731000,0.281206
16.732000,0.313958
16.733000,0.342486
16.734000,0.366647
16.735000,0.386326
16.736000,0.401441
16.737000,0.411938
16.738000,0.417792
16.739000,0.419013
16.740000,0.415635
16.741000,0.407726
16.742000,0.395383
16.743000,0.378726
16.744000,0.357908
16.745000,0.333103
16.746000,0.304512
16.747000,0.272359
16.748000,0.236889
16.749000,0.198367
16.750000,0.157073
16.751000,0.113309
16.752000,0.067384
16.753000,0.019625
16.754000,-0.029636
16.755000,-0.080055
16.756000,-0.131288
16.757000,-0.182982
16.758000,-0.234787
16.759000,-0.286352
16.760000,-0.337331
16.761000,-0.387383
16.762000,-0.436173
16.763000,-0.483377
16.764000,-0.528683
16.765000,-0.571790
16.766000,-0.612414
16.767000,-0.650288
16.768000,-0.685160
16.769000,-0.716801
16.770000,-0.745001
16.771000,-0.769571
16.772000,-0.790348
16.773000,-0.807189
16.774000,-0.819975
16.775000,-0.828615
16.776000,-0.833041
16.777000,-0.833210
16.778000,-0.829105
16.779000,-0.820734
16.780000,-0.808127
16.781000,-0.791344
16.782000,-0.770464
16.783000,-0.745590
16.784000,-0.716848
16.785000,-0.684386
16.786000,-0.648369
16.787000,-0.608985
16.788000,-0.566437
16.789000,-0.520945
16.790000,-0.472742
16.791000,-0.422077
16.792000,-0.369209
16.793000,-0.314406
16.794000,-0.257946
16.795000,-0.200113
16.796000,-0.141195
16.797000,-0.081482
16.798000,-0.021267
16.799000,0.039156
16.800000,0.099501
16.801000,0.159480
16.802000,0.218815
16.803000,0.277231
16.804000,0.334466
16.805000,0.390266
16.806000,0.444388
16.807000,0.496604
16.808000,0.546697
16.809000,0.594468
16.810000,0.639733
16.811000,0.682324
16.812000,0.722094
16.813000,0.758910
16.814000,0.792660
16.815000,0.823254
16.816000,0.850617
16.817000,0.874698
16.818000,0.895463
16.819000,0.912900
16.820000,0.927014
16.821000,0.937833
16.822000,0.945402
16.823000,0.949785
16.824000,0.951062
16.825000,0.949335
16.826000,0.944717
16.827000,0.937339
16.828000,0.927347
16.829000,0.914901
16.830000,0.900171
16.831000,0.883341
16.832000,0.864603
16.833000,0.844160
16.834000,0.822220
16.835000,0.799000
16.836000,0.774719
16.837000,0.749603
16.838000,0.723877
16.839000,0.697768
16.840000,0.671502
16.841000,0.645304
16.842000,0.619396
16.843000,0.593996
16.844000,0.569316
16.845000,0.545558
16.846000,0.522922
16.847000,0.501595
16.848000,0.481754
16.849000,0.463566
16.850000,0.447187
16.851000,0.432759
16.852000,0.420410
16.853000,0.410257
16.854000,0.402400
16.855000,0.396923
16.856000,0.393897
16.857000,0.393376
16.858000,0.395398
16.859000,0.399985
16.860000,0.407144
16.861000,0.416863
16.862000,0.429118
16.863000,0.443866
16.864000,0.461050
16.865000,0.480598
16.866000,0.502422
16.867000,0.526423
16.868000,0.552484
16.869000,0.580480
16.870000,0.610271
16.871000,0.641706
16.872000,0.674626
16.873000,0.708858
16.874000,0.744223
16.875000,0.780536
16.876000,0.817601
16.877000,0.855222
16.878000,0.893194
16.879000,0.931310
16.880000,0.969361
16.881000,1.007135
16.882000,1.044422
16.883000,1.081011
16.884000,1.116697
16.885000,1.151271
16.886000,1.184535
16.887000,1.216290
16.888000,1.246349
16.889000,1.274529
16.890000,1.300655
16.891000,1.324560
16.892000,1.346088
16.893000,1.365094
16.894000,1.381442
16.895000,1.395011
16.896000,1.405688
16.897000,1.413377
16.898000,1.417994
16.899000,1.419468
16.900000,1.417744
16.901000,1.412780
16.902000,1.404548
16.903000,1.393038
16.904000,1.378252
16.905000,1.360207
16.906000,1.338937
16.907000,1.314486
16.908000,1.286919
16.909000,1.256310
16.910000,1.222748
16.911000,1.186336
16.912000,1.147188
16.913000,1.105433
16.914000,1.061209
16.915000,1.014668
16.916000,0.965968
16.917000,0.915280
16.918000,0.862783
16.919000,0.808661
16.920000,0.753110
16.921000,0.696327
16.922000,0.638516
16.923000,0.579885
16.924000,0.520646
16.925000,0.461012
16.926000,0.401197
16.927000,0.341413
16.928000,0.281875
16.929000,0.222794
16.930000,0.164376
16.931000,0.106826
16.932000,0.050342
16.933000,-0.004883
16.934000,-0.058663
16.935000,-0.110822
16.936000,-0.161190
16.937000,-0.209606
16.938000,-0.255923
16.939000,-0.299999
16.940000,-0.341711
16.941000,-0.380940
16.942000,-0.417587
16.943000,-0.451561
16.944000,-0.482787
16.945000,-0.511202
16.946000,-0.536760
16.947000,-0.559426
16.948000,-0.579180
16.949000,-0.596019
16.950000,-0.609952
16.951000,-0.621002
16.952000,-0.629206
16.953000,-0.634615
16.954000,-0.637296
16.955000,-0.637325
16.956000,-0.634793
16.957000,-0.629800
16.958000,-0.622462
16.959000,-0.612900
16.960000,-0.601251
16.961000,-0.587656
16.962000,-0.572268
16.963000,-0.555245
16.964000,-0.536751
16.965000,-0.516960
16.966000,-0.496044
16.967000,-0.474185
16.968000,-0.451563
16.969000,-0.428361
16.970000,-0.404764
16.971000,-0.380954
16.972000,-0.357113
16.973000,-0.333419
16.974000,-0.310048
16.975000,-0.287170
16.976000,-0.264950
16.977000,-0.243546
16.978000,-0.223109
16.979000,-0.203782
16.980000,-0.185698
16.981000,-0.168981
16.982000,-0.153745
16.983000,-0.140089
16.984000,-0.128105
16.985000,-0.117872
16.986000,-0.109452
16.987000,-0.102899
16.988000,-0.098252
16.989000,-0.095537
16.990000,-0.094764
16.991000,-0.095933
16.992000,-0.099026
16.993000,-0.104016
16.994000,-0.110862
16.995000,-0.119505
16.996000,-0.129880
16.997000,-0.141906
16.998000,-0.155491
16.999000,-0.170534
17.000000,-0.186921
17.001000,-0.204528
17.002000,-0.223225
17.003000,-0.242871
17.004000,-0.263320
17.005000,-0.284418
17.006000,-0.306005
17.007000,-0.327919
17.008000,-0.349994
17.009000,-0.372062
17.010000,-0.393951
17.011000,-0.415493
17.012000,-0.436516
17.013000,-0.456857
17.014000,-0.476347
17.015000,-0.494830
17.016000,-0.512148
17.017000,-0.528154
17.018000,-0.542704
17.019000,-0.555667
17.020000,-0.566914
17.021000,-0.576330
17.022000,-0.583811
17.023000,-0.589261
17.024000,-0.592598
17.025000,-0.593748
17.026000,-0.592657
17.027000,-0.589276
17.028000,-0.583575
17.029000,-0.575534
17.030000,-0.565149
17.031000,-0.552429
17.032000,-0.537394
17.033000,-0.520083
17.034000,-0.500543
17.035000,-0.478838
17.036000,-0.455041
17.037000,-0.429242
17.038000,-0.401540
17.039000,-0.372043
17.040000,-0.340875
17.041000,-0.308166
17.042000,-0.274054
17.043000,-0.238689
17.044000,-0.202225
17.045000,-0.164826
17.046000,-0.126656
17.047000,-0.087888
17.048000,-0.048696
17.049000,-0.009258
17.050000,0.030248
17.051000,0.069644
17.052000,0.108754
17.053000,0.147401
17.054000,0.185414
17.055000,0.222625
17.056000,0.258872
17.057000,0.293998
17.058000,0.327854
17.059000,0.360300
17.060000,0.391201
17.061000,0.420437
17.062000,0.447896
17.063000,0.473477
17.064000,0.497090
17.065000,0.518660
17.066000,0.538122
17.067000,0.555424
17.068000,0.570532
17.069000,0.583419
17.070000,0.594077
17.071000,0.602510
17.072000,0.608734
17.073000,0.612783
17.074000,0.614700
17.075000,0.614543
17.076000,0.612383
17.077000,0.608303
17.078000,0.602397
17.079000,0.594773
17.080000,0.585546
17.081000,0.574841
17.082000,0.562795
17.083000,0.549551
17.084000,0.535259
17.085000,0.520075
17.086000,0.504162
17.087000,0.487685
17.088000,0.470813
17.089000,0.453718
17.090000,0.436574
17.091000,0.419549
17.092000,0.402818
17.093000,0.386549
17.094000,0.370907
17.095000,0.356054
17.096000,0.342146
17.097000,0.329332
17.098000,0.317756
17.099000,0.307551
17.100000,0.298844
17.101000,0.291750
17.102000,0.286375
17.103000,0.282812
17.104000,0.281146
17.105000,0.281445
17.106000,0.283768
17.107000,0.288159
17.108000,0.294651
17.109000,0.303261
17.110000,0.313993
17.111000,0.326840
17.112000,0.341777
17.113000,0.358771
17.114000,0.377769
17.115000,0.398713
17.116000,0.421526
17.117000,0.446122
17.118000,0.472403
17.119000,0.500260
17.120000,0.529574
17.121000,0.560216
17.122000,0.592050
17.123000,0.624929
17.124000,0.658701
17.125000,0.693209
17.126000,0.728287
17.127000,0.763769
17.128000,0.799485
17.129000,0.835260
17.130000,0.870920
17.131000,0.906293
17.132000,0.941204
17.133000,0.975482
17.134000,1.008960
17.135000,1.041472
17.136000,1.072860
17.137000,1.102971
17.138000,1.131658
17.139000,1.158782
17.140000,1.184213
17.141000,1.207828
17.142000,1.229517
17.143000,1.249179
17.144000,1.266721
17.145000,1.282068
17.146000,1.295152
17.147000,1.305918
17.148000,1.314323
17.149000,1.320339
17.150000,1.323949
17.151000,1.325149
17.152000,1.323948
17.153000,1.320367
17.154000,1.314441
17.155000,1.306217
17.156000,1.295751
17.157000,1.283114
17.158000,1.268385
17.159000,1.251656
17.160000,1.233028
17.161000,1.212610
17.162000,1.190519
17.163000,1.166884
17.164000,1.141836
17.165000,1.115514
17.166000,1.088063
17.167000,1.059630
17.168000,1.030368
17.169000,1.000431
17.170000,0.969975
17.171000,0.939157
17.172000,0.908134
17.173000,0.877060
17.174000,0.846089
17.175000,0.815371
17.176000,0.785052
17.177000,0.755274
17.178000,0.726175
17.179000,0.697883
17.180000,0.670524
17.181000,0.644210
17.182000,0.619053
17.183000,0.595150
17.184000,0.572592
17.185000,0.551459
17.186000,0.531822
17.187000,0.513741
17.188000,0.497266
17.189000,0.482436
17.190000,0.469281
17.191000,0.457819
17.192000,0.448056
17.193000,0.439990
17.194000,0.433606
17.195000,0.428882
17.196000,0.425782
17.197000,0.424266
17.198000,0.424278
17.199000,0.425760
17.200000,0.428641
17.201000,0.432846
17.202000,0.438290
17.203000,0.444884
17.204000,0.452532
17.205000,0.461132
17.206000,0.470582
17.207000,0.480770
17.208000,0.491588
17.209000,0.502922
17.210000,0.514656
17.211000,0.526676
17.212000,0.538868
17.213000,0.551118
17.214000,0.563314
17.215000,0.575346
17.216000,0.587110
17.217000,0.598501
17.218000,0.609422
17.219000,0.619781
17.220000,0.629489
17.221000,0.638465
17.222000,0.646635
17.223000,0.653932
17.224000,0.660293
17.225000,0.665667
17.226000,0.670008
17.227000,0.673279
17.228000,0.675452
17.229000,0.676504
17.230000,0.676426
17.231000,0.675212
17.232000,0.672866
17.233000,0.669402
17.234000,0.664838
17.235000,0.659203
17.236000,0.652530
17.237000,0.644864
17.238000,0.636253
17.239000,0.626749
17.240000,0.616416
17.241000,0.605318
17.242000,0.593526
17.243000,0.581114
17.244000,0.568162
17.245000,0.554751
17.246000,0.540964
17.247000,0.526888
17.248000,0.512608
17.249000,0.498213
17.250000,0.483790
17.251000,0.469428
17.252000,0.455210
17.253000,0.441222
17.254000,0.427544
17.255000,0.414256
17.256000,0.401434
17.257000,0.389147
17.258000,0.377467
17.259000,0.366453
17.260000,0.356163
17.261000,0.346652
17.262000,0.337964
17.263000,0.330140
17.264000,0.323215
17.265000,0.317218
17.266000,0.312169
17.267000,0.308086
17.268000,0.304977
17.269000,0.302844
17.270000,0.301684
17.271000,0.301487
17.272000,0.302236
17.273000,0.303910
17.274000,0.306483
17.275000,0.309919
17.276000,0.314183
17.277000,0.319233
17.278000,0.325019
17.279000,0.331495
17.280000,0.338602
17.281000,0.346287
17.282000,0.354491
17.283000,0.363149
17.284000,0.372202
17.285000,0.381583
17.286000,0.391229
17.287000,0.401076
17.288000,0.411057
17.289000,0.421112
17.290000,0.431178
17.291000,0.441195
17.292000,0.451105
17.293000,0.460852
17.294000,0.470385
17.295000,0.479655
17.296000,0.488617
17.297000,0.497229
17.298000,0.505456
17.299000,0.513263
17.300000,0.520624
17.301000,0.527515
17.302000,0.533917
17.303000,0.539817
17.304000,0.545208
17.305000,0.550085
17.306000,0.554448
17.307000,0.558303
17.308000,0.561662
17.309000,0.564537
17.310000,0.566949
17.311000,0.568918
17.312000,0.570472
17.313000,0.571639
17.314000,0.572451
17.315000,0.572943
17.316000,0.573152
17.317000,0.573115
17.318000,0.572873
17.319000,0.572466
17.320000,0.571935
17.321000,0.571320
17.322000,0.570662
17.323000,0.570000
17.324000,0.569373
17.325000,0.568816
17.326000,0.568364
17.327000,0.568048
17.328000,0.567895
17.329000,0.567932
17.330000,0.568179
17.331000,0.568655
17.332000,0.569373
17.333000,0.570342
17.334000,0.571565
17.335000,0.573043
17.336000,0.574770
17.337000,0.576738
17.338000,0.578930
17.339000,0.581326
17.340000,0.583904
17.341000,0.586632
17.342000,0.589476
17.343000,0.592399
17.344000,0.595359
17.345000,0.598309
17.346000,0.601198
17.347000,0.603978
17.348000,0.606588
17.349000,0.608973
17.350000,0.611072
17.351000,0.612825
17.352000,0.614170
17.353000,0.615042
17.354000,0.615381
17.355000,0.615125
17.356000,0.614213
17.357000,0.612586
17.358000,0.610188
17.359000,0.606964
17.360000,0.602866
17.361000,0.597847
17.362000,0.591863
17.363000,0.584880
17.364000,0.576865
17.365000,0.567791
17.366000,0.557640
17.367000,0.546398
17.368000,0.534059
17.369000,0.520624
17.370000,0.506100
17.371000,0.490502
17.372000,0.473857
17.373000,0.456192
17.374000,0.437547
17.375000,0.417969
17.376000,0.397512
17.377000,0.376237
17.378000,0.354212
17.379000,0.331516
17.380000,0.308228
17.381000,0.284439
17.382000,0.260245
17.383000,0.235744
17.384000,0.211043
17.385000,0.186252
17.386000,0.161484
17.387000,0.136858
17.388000,0.112493
17.389000,0.088510
17.390000,0.065032
17.391000,0.042183
17.392000,0.020087
17.393000,-0.001137
17.394000,-0.021366
17.395000,-0.040484
17.396000,-0.058375
17.397000,-0.074930
17.398000,-0.090044
17.399000,-0.103618
17.400000,-0.115558
17.401000,-0.125777
17.402000,-0.134196
17.403000,-0.140745
17.404000,-0.145362
17.405000,-0.147996
17.406000,-0.148603
17.407000,-0.147151
17.408000,-0.143617
17.409000,-0.137991
17.410000,-0.130272
17.411000,-0.120472
17.412000,-0.108612
17.413000,-0.094728
17.414000,-0.078862
17.415000,-0.061073
17.416000,-0.041425
17.417000,-0.019998
17.418000,0.003119
17.419000,0.027830
17.420000,0.054026
17.421000,0.081590
17.422000,0.110397
17.423000,0.140313
17.424000,0.171198
17.425000,0.202906
17.426000,0.235284
17.427000,0.268176
17.428000,0.301419
17.429000,0.334849
17.430000,0.368302
17.431000,0.401608
17.432000,0.434601
17.433000,0.467115
17.434000,0.498982
17.435000,0.530040
17.436000,0.560133
17.437000,0.589104
17.438000,0.616806
17.439000,0.643096
17.440000,0.667838
17.441000,0.690906
17.442000,0.712182
17.443000,0.731557
17.444000,0.748931
17.445000,0.764221
17.446000,0.777346
17.447000,0.788244
17.448000,0.796863
17.449000,0.803164
17.450000,0.807121
17.451000,0.808720
17.452000,0.807960
17.453000,0.804857
17.454000,0.799436
17.455000,0.791736
17.456000,0.781811
17.457000,0.769725
17.458000,0.755556
17.459000,0.739394
17.460000,0.721337
17.461000,0.701497
17.462000,0.679996
17.463000,0.656964
17.464000,0.632541
17.465000,0.606873
17.466000,0.580113
17.467000,0.552423
17.468000,0.523965
17.469000,0.494911
17.470000,0.465430
17.471000,0.435698
17.472000,0.405888
17.473000,0.376176
17.474000,0.346736
17.475000,0.317739
17.476000,0.289353
17.477000,0.261743
17.478000,0.235067
17.479000,0.209480
17.480000,0.185126
17.481000,0.162144
17.482000,0.140663
17.483000,0.120802
17.484000,0.102673
17.485000,0.086373
17.486000,0.071991
17.487000,0.059602
17.488000,0.049270
17.489000,0.041045
17.490000,0.034966
17.491000,0.031058
