#t_s,value
28.147000,-0.041484
28.148000,-0.061422
28.149000,-0.079800
28.150000,-0.096503
28.151000,-0.111426
28.152000,-0.124467
28.153000,-0.135536
28.154000,-0.144547
28.155000,-0.151428
28.156000,-0.156116
28.157000,-0.158556
28.158000,-0.158706
28.159000,-0.156536
28.160000,-0.152024
28.161000,-0.145166
28.162000,-0.135964
28.163000,-0.124438
28.164000,-0.110616
28.165000,-0.094540
28.166000,-0.076265
28.167000,-0.055857
28.168000,-0.033395
28.169000,-0.008970
28.170000,0.017319
28.171000,0.045357
28.172000,0.075023
28.173000,0.106184
28.174000,0.138700
28.175000,0.172419
28.176000,0.207186
28.177000,0.242836
28.178000,0.279199
28.179000,0.316099
28.180000,0.353359
28.181000,0.390796
28.182000,0.428225
28.183000,0.465462
28.184000,0.502322
28.185000,0.538620
28.186000,0.574175
28.187000,0.608809
28.188000,0.642344
28.189000,0.674614
28.190000,0.705454
28.191000,0.734708
28.192000,0.762229
28.193000,0.787877
28.194000,0.811524
28.195000,0.833049
28.196000,0.852347
28.197000,0.869321
28.198000,0.883890
28.199000,0.895983
28.200000,0.905543
28.201000,0.912529
28.202000,0.916912
28.203000,0.918679
28.204000,0.917830
28.205000,0.914381
28.206000,0.908360
28.207000,0.899813
28.208000,0.888796
28.209000,0.875383
28.210000,0.859658
28.211000,0.841719
28.212000,0.821677
28.213000,0.799654
28.214000,0.775783
28.215000,0.750209
28.216000,0.723083
28.217000,0.694567
28.218000,0.664830
28.219000,0.634049
28.220000,0.602404
28.221000,0.570080
28.222000,0.537267
28.223000,0.504158
28.224000,0.470943
28.225000,0.437816
28.226000,0.404968
28.227000,0.372589
28.228000,0.340864
28.229000,0.309975
28.230000,0.280098
28.231000,0.251402
28.232000,0.224050
28.233000,0.198195
28.234000,0.173980
28.235000,0.151539
28.236000,0.130997
28.237000,0.112461
28.238000,0.096032
28.239000,0.081796
28.240000,0.069825
28.241000,0.060178
28.242000,0.052899
28.243000,0.048018
28.244000,0.045552
28.245000,0.045501
28.246000,0.047851
28.247000,0.052577
28.248000,0.059638
28.249000,0.068975
28.250000,0.080522
28.251000,0.094198
28.252000,0.109907
28.253000,0.127545
28.254000,0.146995
28.255000,0.168130
28.256000,0.190815
28.257000,0.214903
28.258000,0.240243
28.259000,0.266677
28.260000,0.294038
28.261000,0.322160
28.262000,0.350869
28.263000,0.379990
28.264000,0.409347
28.265000,0.438766
28.266000,0.468069
28.267000,0.497086
28.268000,0.525645
28.269000,0.553582
28.270000,0.580736
28.271000,0.606953
28.272000,0.632086
28.273000,0.655998
28.274000,0.678558
28.275000,0.699648
28.276000,0.719158
28.277000,0.736990
28.278000,0.753057
28.279000,0.767286
28.280000,0.779616
28.281000,0.789999
28.282000,0.798401
28.283000,0.804799
28.284000,0.809187
28.285000,0.811571
28.286000,0.811970
28.287000,0.810418
28.288000,0.806961
28.289000,0.801659
28.290000,0.794583
28.291000,0.785816
28.292000,0.775455
28.293000,0.763606
28.294000,0.750384
28.295000,0.735916
28.296000,0.720335
28.297000,0.703783
28.298000,0.686411
28.299000,0.668371
28.300000,0.649825
28.301000,0.630935
28.302000,0.611868
28.303000,0.592794
28.304000,0.573881
28.305000,0.555299
28.306000,0.537217
28.307000,0.519797
28.308000,0.503206
28.309000,0.487600
28.310000,0.473131
28.311000,0.459948
28.312000,0.448189
28.313000,0.437987
28.314000,0.429465
28.315000,0.422736
28.316000,0.417904
28.317000,0.415063
28.318000,0.414291
28.319000,0.415660
28.320000,0.419228
28.321000,0.425038
28.322000,0.433122
28.323000,0.443499
28.324000,0.456176
28.325000,0.471142
28.326000,0.488378
28.327000,0.507849
28.328000,0.529508
28.329000,0.553293
28.330000,0.579134
28.331000,0.606944
28.332000,0.636626
28.333000,0.668074
28.334000,0.701168
28.335000,0.735779
28.336000,0.771770
28.337000,0.808992
28.338000,0.847293
28.339000,0.886508
28.340000,0.926470
28.341000,0.967004
28.342000,1.007931
28.343000,1.049069
28.344000,1.090231
28.345000,1.131230
28.346000,1.171876
28.347000,1.211981
28.348000,1.251354
28.349000,1.289810
28.350000,1.327163
28.351000,1.363230
28.352000,1.397836
28.353000,1.430805
28.354000,1.461972
28.355000,1.491174
28.356000,1.518260
28.357000,1.543081
28.358000,1.565499
28.359000,1.585388
28.360000,1.602625
28.361000,1.617102
28.362000,1.628719
28.363000,1.637387
28.364000,1.643029
28.365000,1.645579
28.366000,1.644982
28.367000,1.641195
28.368000,1.634187
28.369000,1.623938
28.370000,1.610442
28.371000,1.593704
28.372000,1.573740
28.373000,1.550579
28.374000,1.524261
28.375000,1.494838
28.376000,1.462374
28.377000,1.426940
28.378000,1.388622
28.379000,1.347514
28.380000,1.303723
28.381000,1.257359
28.382000,1.208548
28.383000,1.157419
28.384000,1.104114
28.385000,1.048778
28.386000,0.991565
28.387000,0.932637
28.388000,0.872159
28.389000,0.810301
28.390000,0.747241
28.391000,0.683157
28.392000,0.618236
28.393000,0.552660
28.394000,0.486620
28.395000,0.420306
28.396000,0.353907
28.397000,0.287616
28.398000,0.221623
28.399000,0.156118
28.400000,0.091289
28.401000,0.027324
28.402000,-0.035596
28.403000,-0.097288
28.404000,-0.157578
28.405000,-0.216293
28.406000,-0.273266
28.407000,-0.328336
28.408000,-0.381346
28.409000,-0.432149
28.410000,-0.480602
28.411000,-0.526570
28.412000,-0.569926
28.413000,-0.610552
28.414000,-0.648337
28.415000,-0.683181
28.416000,-0.714992
28.417000,-0.743687
28.418000,-0.769194
28.419000,-0.791451
28.420000,-0.810404
28.421000,-0.826015
28.422000,-0.838251
28.423000,-0.847092
28.424000,-0.852531
28.425000,-0.854566
28.426000,-0.853213
28.427000,-0.848494
28.428000,-0.840444
28.429000,-0.829107
28.430000,-0.814542
28.431000,-0.796811
28.432000,-0.775994
28.433000,-0.752177
28.434000,-0.725454
28.435000,-0.695933
28.436000,-0.663728
28.437000,-0.628963
28.438000,-0.591769
28.439000,-0.552286
28.440000,-0.510661
28.441000,-0.467045
28.442000,-0.421600
28.443000,-0.374490
28.444000,-0.325886
28.445000,-0.275962
28.446000,-0.224895
28.447000,-0.172869
28.448000,-0.120063
28.449000,-0.066665
28.450000,-0.012859
28.451000,0.041170
28.452000,0.095235
28.453000,0.149154
28.454000,0.202746
28.455000,0.255831
28.456000,0.308237
28.457000,0.359793
28.458000,0.410332
28.459000,0.459698
28.460000,0.507736
28.461000,0.554301
28.462000,0.599256
28.463000,0.642471
28.464000,0.683825
28.465000,0.723205
28.466000,0.760512
28.467000,0.795653
28.468000,0.828547
28.469000,0.859125
28.470000,0.887326
28.471000,0.913103
28.472000,0.936419
28.473000,0.957251
28.474000,0.975582
28.475000,0.991412
28.476000,1.004748
28.477000,1.015612
28.478000,1.024033
28.479000,1.030053
28.480000,1.033724
28.481000,1.035106
28.482000,1.034269
28.483000,1.031294
28.484000,1.026268
28.485000,1.019284
28.486000,1.010445
28.487000,0.999860
28.488000,0.987639
28.489000,0.973902
28.490000,0.958770
28.491000,0.942369
28.492000,0.924824
28.493000,0.906262
28.494000,0.886814
28.495000,0.866607
28.496000,0.845768
28.497000,0.824422
28.498000,0.802689
28.499000,0.780688
28.500000,0.758533
28.501000,0.736331
28.502000,0.714185
28.503000,0.692192
28.504000,0.670438
28.505000,0.649004
28.506000,0.627965
28.507000,0.607381
28.508000,0.587310
28.509000,0.567794
28.510000,0.548872
28.511000,0.530566
28.512000,0.512896
28.513000,0.495865
28.514000,0.479471
28.515000,0.463700
28.516000,0.448529
28.517000,0.433927
28.518000,0.419853
28.519000,0.406257
28.520000,0.393083
28.521000,0.380267
28.522000,0.367738
28.523000,0.355420
28.524000,0.343230
28.525000,0.331082
28.526000,0.318887
28.527000,0.306553
28.528000,0.293985
28.529000,0.281090
28.530000,0.267770
28.531000,0.253934
28.532000,0.239491
28.533000,0.224352
28.534000,0.208431
28.535000,0.191652
28.536000,0.173940
28.537000,0.155229
28.538000,0.135460
28.539000,0.114583
28.540000,0.092558
28.541000,0.069353
28.542000,0.044949
28.543000,0.019336
28.544000,-0.007484
28.545000,-0.035495
28.546000,-0.064670
28.547000,-0.094969
28.548000,-0.126340
28.549000,-0.158715
28.550000,-0.192018
28.551000,-0.226155
28.552000,-0.261023
28.553000,-0.296506
28.554000,-0.332477
28.555000,-0.368794
28.556000,-0.405308
28.557000,-0.441860
28.558000,-0.478279
28.559000,-0.514388
28.560000,-0.550002
28.561000,-0.584928
28.562000,-0.618971
28.563000,-0.651930
28.564000,-0.683600
28.565000,-0.713775
28.566000,-0.742250
28.567000,-0.768820
28.568000,-0.793282
28.569000,-0.815436
28.570000,-0.835089
28.571000,-0.852051
28.572000,-0.866145
28.573000,-0.877199
28.574000,-0.885051
28.575000,-0.889554
28.576000,-0.890572
28.577000,-0.887981
28.578000,-0.881677
28.579000,-0.871566
28.580000,-0.857579
28.581000,-0.839657
28.582000,-0.817765
28.583000,-0.791884
28.584000,-0.762019
28.585000,-0.728192
28.586000,-0.690448
28.587000,-0.648851
28.588000,-0.603487
28.589000,-0.554464
28.590000,-0.501908
28.591000,-0.445970
28.592000,-0.386817
28.593000,-0.324640
28.594000,-0.259643
28.595000,-0.192053
28.596000,-0.122114
28.597000,-0.050084
28.598000,0.023763
28.599000,0.099138
28.600000,0.175740
28.601000,0.253258
28.602000,0.331370
28.603000,0.409746
28.604000,0.488051
28.605000,0.565943
28.606000,0.643079
28.607000,0.719113
28.608000,0.793702
28.609000,0.866503
28.610000,0.937179
28.611000,1.005399
28.612000,1.070839
28.613000,1.133185
28.614000,1.192135
28.615000,1.247401
28.616000,1.298708
28.617000,1.345799
28.618000,1.388433
28.619000,1.426391
28.620000,1.459473
28.621000,1.487503
28.622000,1.510323
28.623000,1.527805
28.624000,1.539842
28.625000,1.546354
28.626000,1.547287
28.627000,1.542614
28.628000,1.532334
28.629000,1.516474
28.630000,1.495086
28.631000,1.468252
28.632000,1.436079
28.633000,1.398700
28.634000,1.356274
28.635000,1.308984
28.636000,1.257039
28.637000,1.200669
28.638000,1.140126
28.639000,1.075683
28.640000,1.007633
28.641000,0.936285
28.642000,0.861965
28.643000,0.785014
28.644000,0.705783
28.645000,0.624637
28.646000,0.541949
28.647000,0.458095
28.648000,0.373462
28.649000,0.288435
28.650000,0.203402
28.651000,0.118749
28.652000,0.034860
28.653000,-0.047890
28.654000,-0.129130
28.655000,-0.208499
28.656000,-0.285649
28.657000,-0.360245
28.658000,-0.431963
28.659000,-0.500502
28.660000,-0.565574
28.661000,-0.626913
28.662000,-0.684275
28.663000,-0.737438
28.664000,-0.786201
28.665000,-0.830390
28.666000,-0.869856
28.667000,-0.904476
28.668000,-0.934154
28.669000,-0.958821
28.670000,-0.978434
28.671000,-0.992979
28.672000,-1.002470
28.673000,-1.006945
28.674000,-1.006471
28.675000,-1.001142
28.676000,-0.991076
28.677000,-0.976415
28.678000,-0.957326
28.679000,-0.934000
28.680000,-0.906645
28.681000,-0.875494
28.682000,-0.840795
28.683000,-0.802814
28.684000,-0.761832
28.685000,-0.718145
28.686000,-0.672057
28.687000,-0.623886
28.688000,-0.573955
28.689000,-0.522594
28.690000,-0.470134
28.691000,-0.416912
28.692000,-0.363262
28.693000,-0.309515
28.694000,-0.255999
28.695000,-0.203034
28.696000,-0.150935
28.697000,-0.100001
28.698000,-0.050524
28.699000,-0.002779
28.700000,0.042973
28.701000,0.086487
28.702000,0.127541
28.703000,0.165927
28.704000,0.201461
28.705000,0.233984
28.706000,0.263354
28.707000,0.289457
28.708000,0.312203
28.709000,0.331526
28.710000,0.347384
28.711000,0.359764
28.712000,0.368675
28.713000,0.374154
28.714000,0.376258
28.715000,0.375075
28.716000,0.370712
28.717000,0.363299
28.718000,0.352991
28.719000,0.339962
28.720000,0.324405
28.721000,0.306532
28.722000,0.286571
28.723000,0.264768
28.724000,0.241378
28.725000,0.216672
28.726000,0.190928
28.727000,0.164432
28.728000,0.137478
28.729000,0.110363
28.730000,0.083385
28.731000,0.056841
28.732000,0.031028
28.733000,0.006238
28.734000,-0.017245
28.735000,-0.039142
28.736000,-0.059191
28.737000,-0.077136
28.738000,-0.092738
28.739000,-0.105773
28.740000,-0.116037
28.741000,-0.123342
28.742000,-0.127522
28.743000,-0.128435
28.744000,-0.125957
28.745000,-0.119995
28.746000,-0.110474
28.747000,-0.097351
28.748000,-0.080605
28.749000,-0.060243
28.750000,-0.036300
28.751000,-0.008836
28.752000,0.022062
28.753000,0.056278
28.754000,0.093673
28.755000,0.134082
28.756000,0.177313
28.757000,0.223156
28.758000,0.271373
28.759000,0.321709
28.760000,0.373887
28.761000,0.427614
28.762000,0.482578
28.763000,0.538457
28.764000,0.594914
28.765000,0.651600
28.766000,0.708163
28.767000,0.764240
28.768000,0.819466
28.769000,0.873478
28.770000,0.925908
28.771000,0.976396
28.772000,1.024587
28.773000,1.070133
28.774000,1.112697
28.775000,1.151954
28.776000,1.187595
28.777000,1.219329
28.778000,1.246881
28.779000,1.270000
28.780000,1.288458
28.781000,1.302048
28.782000,1.310594
28.783000,1.313945
28.784000,1.311979
28.785000,1.304605
28.786000,1.291762
28.787000,1.273420
28.788000,1.249584
28.789000,1.220288
28.790000,1.185601
28.791000,1.145623
28.792000,1.100489
28.793000,1.050364
28.794000,0.995442
28.795000,0.935952
28.796000,0.872149
28.797000,0.804317
28.798000,0.732767
28.799000,0.657834
28.800000,0.579877
28.801000,0.499277
28.802000,0.416432
28.803000,0.331759
28.804000,0.245687
28.805000,0.158662
28.806000,0.071135
28.807000,-0.016435
28.808000,-0.103582
28.809000,-0.189841
28.810000,-0.274748
28.811000,-0.357843
28.812000,-0.438669
28.813000,-0.516784
28.814000,-0.591754
28.815000,-0.663162
28.816000,-0.730606
28.817000,-0.793708
28.818000,-0.852107
28.819000,-0.905469
28.820000,-0.953486
28.821000,-0.995879
28.822000,-1.032399
28.823000,-1.062829
28.824000,-1.086985
28.825000,-1.104718
28.826000,-1.115914
28.827000,-1.120496
28.828000,-1.118423
28.829000,-1.109693
28.830000,-1.094341
28.831000,-1.072440
28.832000,-1.044096
28.833000,-1.009459
28.834000,-0.968709
28.835000,-0.922063
28.836000,-0.869771
28.837000,-0.812116
28.838000,-0.749412
28.839000,-0.682000
28.840000,-0.610250
28.841000,-0.534554
28.842000,-0.455329
28.843000,-0.373010
28.844000,-0.288050
28.845000,-0.200915
28.846000,-0.112086
28.847000,-0.022049
28.848000,0.068702
28.849000,0.159672
28.850000,0.250364
28.851000,0.340285
28.852000,0.428949
28.853000,0.515879
28.854000,0.600611
28.855000,0.682694
28.856000,0.761697
28.857000,0.837206
28.858000,0.908836
28.859000,0.976223
28.860000,1.039032
28.861000,1.096955
28.862000,1.149720
28.863000,1.197087
28.864000,1.238848
28.865000,1.274834
28.866000,1.304913
28.867000,1.328989
28.868000,1.347005
28.869000,1.358943
28.870000,1.364826
28.871000,1.364710
28.872000,1.358694
28.873000,1.346913
28.874000,1.329537
28.875000,1.306774
28.876000,1.278864
28.877000,1.246079
28.878000,1.208725
28.879000,1.167130
28.880000,1.121656
28.881000,1.072683
28.882000,1.020614
28.883000,0.965872
28.884000,0.908896
28.885000,0.850136
28.886000,0.790053
28.887000,0.729115
28.888000,0.667796
28.889000,0.606567
28.890000,0.545897
28.891000,0.486253
28.892000,0.428090
28.893000,0.371854
28.894000,0.317974
28.895000,0.266861
28.896000,0.218909
28.897000,0.174488
28.898000,0.133940
28.899000,0.097583
28.900000,0.065703
28.901000,0.038555
28.902000,0.016360
28.903000,-0.000695
28.904000,-0.012459
28.905000,-0.018821
28.906000,-0.019704
28.907000,-0.015073
28.908000,-0.004931
28.909000,0.010680
28.910000,0.031681
28.911000,0.057951
28.912000,0.089335
28.913000,0.125638
28.914000,0.166634
28.915000,0.212058
28.916000,0.261615
28.917000,0.314981
28.918000,0.371801
28.919000,0.431695
28.920000,0.494259
28.921000,0.559069
28.922000,0.625682
28.923000,0.693637
28.924000,0.762467
28.925000,0.831688
28.926000,0.900814
28.927000,0.969355
28.928000,1.036822
28.929000,1.102727
28.930000,1.166590
28.931000,1.227939
28.932000,1.286316
28.933000,1.341280
28.934000,1.392406
28.935000,1.439290
28.936000,1.481553
28.937000,1.518843
28.938000,1.550836
28.939000,1.577238
28.940000,1.597790
28.941000,1.612266
28.942000,1.620477
28.943000,1.622269
28.944000,1.617532
28.945000,1.606186
28.946000,1.588201
28.947000,1.563580
28.948000,1.532368
28.949000,1.494651
28.950000,1.450554
28.951000,1.400238
28.952000,1.343907
28.953000,1.281797
28.954000,1.214180
28.955000,1.141363
28.956000,1.063682
28.957000,0.981505
28.958000,0.895226
28.959000,0.805263
28.960000,0.712058
28.961000,0.616071
28.962000,0.517780
28.963000,0.417675
28.964000,0.316257
28.965000,0.214037
28.966000,0.111528
28.967000,0.009244
28.968000,-0.092300
28.969000,-0.192596
28.970000,-0.291144
28.971000,-0.387453
28.972000,-0.481050
28.973000,-0.571475
28.974000,-0.658289
28.975000,-0.741074
28.976000,-0.819440
28.977000,-0.893021
28.978000,-0.961479
28.979000,-1.024511
28.980000,-1.081843
28.981000,-1.133239
28.982000,-1.178493
28.983000,-1.217441
28.984000,-1.249956
28.985000,-1.275945
28.986000,-1.295356
28.987000,-1.308179
28.988000,-1.314435
28.989000,-1.314190
28.990000,-1.307545
28.991000,-1.294636
28.992000,-1.275637
28.993000,-1.250754
28.994000,-1.220231
28.995000,-1.184336
28.996000,-1.143372
28.997000,-1.097667
28.998000,-1.047573
28.999000,-0.993469
29.000000,-0.935749
29.001000,-0.874830
29.002000,-0.811140
29.003000,-0.745121
29.004000,-0.677225
29.005000,-0.607908
29.006000,-0.537635
29.007000,-0.466867
29.008000,-0.396065
29.009000,-0.325685
29.010000,-0.256177
29.011000,-0.187977
29.012000,-0.121512
29.013000,-0.057192
29.014000,0.004592
29.015000,0.063467
29.016000,0.119084
29.017000,0.171117
29.018000,0.219269
29.019000,0.263266
29.020000,0.302867
29.021000,0.337860
29.022000,0.368066
29.023000,0.393336
29.024000,0.413556
29.025000,0.428646
29.026000,0.438558
29.027000,0.443280
29.028000,0.442829
29.029000,0.437262
29.030000,0.426663
29.031000,0.411152
29.032000,0.390875
29.033000,0.366012
29.034000,0.336770
29.035000,0.303381
29.036000,0.266105
29.037000,0.225222
29.038000,0.181037
29.039000,0.133870
29.040000,0.084062
29.041000,0.031967
29.042000,-0.022047
29.043000,-0.077605
29.044000,-0.134320
29.045000,-0.191804
29.046000,-0.249663
29.047000,-0.307504
29.048000,-0.364935
29.049000,-0.421568
29.050000,-0.477025
29.051000,-0.530933
29.052000,-0.582933
29.053000,-0.632678
29.054000,-0.679836
29.055000,-0.724094
29.056000,-0.765156
29.057000,-0.802749
29.058000,-0.836619
29.059000,-0.866538
29.060000,-0.892302
29.061000,-0.913733
29.062000,-0.930679
29.063000,-0.943014
29.064000,-0.950643
29.065000,-0.953497
29.066000,-0.951535
29.067000,-0.944745
29.068000,-0.933143
29.069000,-0.916772
29.070000,-0.895704
29.071000,-0.870035
29.072000,-0.839888
29.073000,-0.805411
29.074000,-0.766776
29.075000,-0.724175
29.076000,-0.677824
29.077000,-0.627956
29.078000,-0.574824
29.079000,-0.518694
29.080000,-0.459852
29.081000,-0.398589
29.082000,-0.335215
29.083000,-0.270043
29.084000,-0.203396
29.085000,-0.135601
29.086000,-0.066985
29.087000,0.002119
29.088000,0.071380
29.089000,0.140473
29.090000,0.209076
29.091000,0.276873
29.092000,0.343556
29.093000,0.408828
29.094000,0.472406
29.095000,0.534016
29.096000,0.593400
29.097000,0.650318
29.098000,0.704547
29.099000,0.755880
29.100000,0.804132
29.101000,0.849135
29.102000,0.890746
29.103000,0.928842
29.104000,0.963319
29.105000,0.994101
29.106000,1.021132
29.107000,1.044376
29.108000,1.063823
29.109000,1.079485
29.110000,1.091394
29.111000,1.099606
29.112000,1.104198
29.113000,1.105265
29.114000,1.102923
29.115000,1.097307
29.116000,1.088568
29.117000,1.076877
29.118000,1.062416
29.119000,1.045384
29.120000,1.025992
29.121000,1.004461
29.122000,0.981025
29.123000,0.955924
29.124000,0.929405
29.125000,0.901723
29.126000,0.873134
29.127000,0.843897
29.128000,0.814274
29.129000,0.784522
29.130000,0.754901
29.131000,0.725663
29.132000,0.697056
29.133000,0.669322
29.134000,0.642696
29.135000,0.617403
29.136000,0.593655
29.137000,0.571655
29.138000,0.551593
29.139000,0.533645
29.140000,0.517972
29.141000,0.504720
29.142000,0.494017
29.143000,0.485975
29.144000,0.480692
29.145000,0.478242
29.146000,0.478684
29.147000,0.482058
29.148000,0.488386
29.149000,0.497671
29.150000,0.509896
29.151000,0.525026
29.152000,0.543010
29.153000,0.563776
29.154000,0.587235
29.155000,0.613284
29.156000,0.641800
29.157000,0.672648
29.158000,0.705673
29.159000,0.740713
29.160000,0.777586
29.161000,0.816104
29.162000,0.856064
29.163000,0.897254
29.164000,0.939456
29.165000,0.982439
29.166000,1.025971
29.167000,1.069814
29.168000,1.113722
29.169000,1.157451
29.170000,1.200756
29.171000,1.243388
29.172000,1.285101
29.173000,1.325655
29.174000,1.364812
29.175000,1.402334
29.176000,1.437999
29.177000,1.471582
29.178000,1.502876
29.179000,1.531678
29.180000,1.557797
29.181000,1.581053
29.182000,1.601281
29.183000,1.618328
29.184000,1.632054
29.185000,1.642337
29.186000,1.649067
29.187000,1.652152
29.188000,1.651516
29.189000,1.647103
29.190000,1.638868
29.191000,1.626790
29.192000,1.610860
29.193000,1.591092
29.194000,1.567513
29.195000,1.540169
29.196000,1.509126
29.197000,1.474462
29.198000,1.436276
29.199000,1.394680
29.200000,1.349803
29.201000,1.301789
29.202000,1.250796
29.203000,1.196995
29.204000,1.140569
29.205000,1.081717
29.206000,1.020642
29.207000,0.957562
29.208000,0.892701
29.209000,0.826293
29.210000,0.758575
29.211000,0.689795
29.212000,0.620199
29.213000,0.550039
29.214000,0.479570
29.215000,0.409043
29.216000,0.338713
29.217000,0.268831
29.218000,0.199647
29.219000,0.131401
29.220000,0.064332
29.221000,-0.001326
29.222000,-0.065352
29.223000,-0.127530
29.224000,-0.187656
29.225000,-0.245534
29.226000,-0.300985
29.227000,-0.353838
29.228000,-0.403937
29.229000,-0.451140
29.230000,-0.495320
29.231000,-0.536366
29.232000,-0.574183
29.233000,-0.608690
29.234000,-0.639826
29.235000,-0.667543
29.236000,-0.691814
29.237000,-0.712629
29.238000,-0.729990
29.239000,-0.743922
29.240000,-0.754463
29.241000,-0.761669
29.242000,-0.765612
29.243000,-0.766379
29.244000,-0.764074
29.245000,-0.758810
29.246000,-0.750722
29.247000,-0.739952
29.248000,-0.726655
29.249000,-0.710998
29.250000,-0.693158
29.251000,-0.673321
29.252000,-0.651682
29.253000,-0.628440
29.254000,-0.603806
29.255000,-0.577989
29.256000,-0.551203
29.257000,-0.523669
29.258000,-0.495601
29.259000,-0.467219
29.260000,-0.438739
29.261000,-0.410374
29.262000,-0.382334
29.263000,-0.354823
29.264000,-0.328039
29.265000,-0.302172
29.266000,-0.277404
29.267000,-0.253907
29.268000,-0.231844
29.269000,-0.211363
29.270000,-0.192603
29.271000,-0.175689
29.272000,-0.160731
29.273000,-0.147826
29.274000,-0.137057
29.275000,-0.128488
29.276000,-0.122171
29.277000,-0.118140
29.278000,-0.116413
29.279000,-0.116994
29.280000,-0.119867
29.281000,-0.125004
29.282000,-0.132357
29.283000,-0.141867
29.284000,-0.153456
29.285000,-0.167034
29.286000,-0.182496
29.287000,-0.199723
29.288000,-0.218586
29.289000,-0.238941
29.290000,-0.260636
29.291000,-0.283506
29.292000,-0.307380
29.293000,-0.332078
29.294000,-0.357414
29.295000,-0.383195
29.296000,-0.409226
29.297000,-0.435308
29.298000,-0.461239
29.299000,-0.486819
29.300000,-0.511847
29.301000,-0.536123
29.302000,-0.559453
29.303000,-0.581645
29.304000,-0.602516
29.305000,-0.621885
29.306000,-0.639584
29.307000,-0.655450
29.308000,-0.669333
29.309000,-0.681092
29.310000,-0.690600
29.311000,-0.697740
29.312000,-0.702412
29.313000,-0.704527
29.314000,-0.704013
29.315000,-0.700811
29.316000,-0.694880
29.317000,-0.686193
29.318000,-0.674742
29.319000,-0.660531
29.320000,-0.643583
29.321000,-0.623936
29.322000,-0.601644
29.323000,-0.576779
29.324000,-0.549423
29.325000,-0.519677
29.326000,-0.487654
29.327000,-0.453483
29.328000,-0.417301
29.329000,-0.379262
29.330000,-0.339526
29.331000,-0.298267
29.332000,-0.255665
29.333000,-0.211909
29.334000,-0.167195
29.335000,-0.121723
29.336000,-0.075698
29.337000,-0.029327
29.338000,0.017179
29.339000,0.063611
29.340000,0.109760
29.341000,0.155418
29.342000,0.200384
29.343000,0.244459
29.344000,0.287449
29.345000,0.329171
29.346000,0.369446
29.347000,0.408106
29.348000,0.444994
29.349000,0.479963
29.350000,0.512881
29.351000,0.543625
29.352000,0.572089
29.353000,0.598179
29.354000,0.621819
29.355000,0.642944
29.356000,0.661508
29.357000,0.677482
29.358000,0.690849
29.359000,0.701612
29.360000,0.709791
29.361000,0.715416
29.362000,0.718539
29.363000,0.719226
29.364000,0.717556
29.365000,0.713626
29.366000,0.707543
29.367000,0.699429
29.368000,0.689421
29.369000,0.677662
29.370000,0.664311
29.371000,0.649535
29.372000,0.633505
29.373000,0.616407
29.374000,0.598428
29.375000,0.579761
29.376000,0.560606
29.377000,0.541160
29.378000,0.521626
29.379000,0.502205
29.380000,0.483097
29.381000,0.464500
29.382000,0.446607
29.383000,0.429608
29.384000,0.413684
29.385000,0.399012
29.386000,0.385759
29.387000,0.374082
29.388000,0.364128
29.389000,0.356033
29.390000,0.349920
29.391000,0.345900
29.392000,0.344070
29.393000,0.344512
29.394000,0.347294
29.395000,0.352467
29.396000,0.360071
29.397000,0.370125
29.398000,0.382637
29.399000,0.397593
29.400000,0.414969
29.401000,0.434721
29.402000,0.456794
29.403000,0.481115
29.404000,0.507596
29.405000,0.536136
29.406000,0.566621
29.407000,0.598924
29.408000,0.632905
29.409000,0.668415
29.410000,0.705293
29.411000,0.743369
29.412000,0.782468
29.413000,0.822402
29.414000,0.862983
29.415000,0.904016
29.416000,0.945301
29.417000,0.986637
29.418000,1.027823
29.419000,1.068657
29.420000,1.108938
29.421000,1.148466
29.422000,1.187048
29.423000,1.224495
29.424000,1.260621
29.425000,1.295250
29.426000,1.328216
29.427000,1.359355
29.428000,1.388520
29.429000,1.415570
29.430000,1.440380
29.431000,1.462834
29.432000,1.482828
29.433000,1.500276
29.434000,1.515101
29.435000,1.527242
29.436000,1.536655
29.437000,1.543308
29.438000,1.547184
29.439000,1.548282
29.440000,1.546614
29.441000,1.542209
29.442000,1.535110
29.443000,1.525372
29.444000,1.513064
29.445000,1.498272
29.446000,1.481088
29.447000,1.461621
29.448000,1.439989
29.449000,1.416322
29.450000,1.390757
29.451000,1.363440
29.452000,1.334528
29.453000,1.304181
29.454000,1.272565
29.455000,1.239853
29.456000,1.206220
29.457000,1.171843
29.458000,1.136903
29.459000,1.101578
29.460000,1.066045
29.461000,1.030485
29.462000,0.995071
29.463000,0.959973
29.464000,0.925357
29.465000,0.891383
29.466000,0.858206
29.467000,0.825970
29.468000,0.794816
29.469000,0.764871
29.470000,0.736254
29.471000,0.709077
29.472000,0.683437
29.473000,0.659424
29.474000,0.637112
29.475000,0.616565
29.476000,0.597836
29.477000,0.580967
29.478000,0.565985
29.479000,0.552905
29.480000,0.541732
29.481000,0.532458
29.482000,0.525061
29.483000,0.519512
29.484000,0.515769
29.485000,0.513777
29.486000,0.513475
29.487000,0.514789
29.488000,0.517640
29.489000,0.521937
29.490000,0.527584
29.491000,0.534476
29.492000,0.542504
29.493000,0.551554
29.494000,0.561506
29.495000,0.572238
29.496000,0.583626
29.497000,0.595541
29.498000,0.607857
29.499000,0.620445
29.500000,0.633180
